============================================================
[PRETRAIN START] 2026-03-20 18:11:47 gpu=2
CUDA_VISIBLE_DEVICES=2
base_cfg=config/base_reconst_L7_D512_BP5_60.yaml
stage_cfg=config/pretrain_reconst.yaml
============================================================
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP5_60
[INFO] model params: 87,723,457
[Epoch 001/150] loss=8.697041 | best=8.697041 (epoch 1) | time=65.1s
[Epoch 039/150] loss=0.997465 | best=0.997465 (epoch 39) | time=53.7s
[Epoch 040/150] loss=0.940067 | best=0.940067 (epoch 40) | time=53.3s
[Epoch 041/150] loss=0.885886 | best=0.885886 (epoch 41) | time=53.4s
[Epoch 042/150] loss=0.827619 | best=0.827619 (epoch 42) | time=53.2s
[Epoch 043/150] loss=0.787456 | best=0.787456 (epoch 43) | time=53.0s
[Epoch 044/150] loss=0.752038 | best=0.752038 (epoch 44) | time=53.6s
[Epoch 045/150] loss=0.718334 | best=0.718334 (epoch 45) | time=52.6s
[Epoch 046/150] loss=0.682984 | best=0.682984 (epoch 46) | time=51.9s
[Epoch 047/150] loss=0.654816 | best=0.654816 (epoch 47) | time=52.3s
[Epoch 048/150] loss=0.623641 | best=0.623641 (epoch 48) | time=52.6s
[Epoch 049/150] loss=0.615832 | best=0.615832 (epoch 49) | time=52.2s
[Epoch 050/150] loss=0.610875 | best=0.610875 (epoch 50) | time=53.2s
[Epoch 051/150] loss=0.579821 | best=0.579821 (epoch 51) | time=52.4s
[Epoch 052/150] loss=0.570210 | best=0.570210 (epoch 52) | time=57.7s
[Epoch 053/150] loss=0.559181 | best=0.559181 (epoch 53) | time=58.9s
[Epoch 054/150] loss=0.536294 | best=0.536294 (epoch 54) | time=60.7s
[Epoch 055/150] loss=0.523011 | best=0.523011 (epoch 55) | time=58.3s
[Epoch 056/150] loss=0.518222 | best=0.518222 (epoch 56) | time=63.0s
[Epoch 057/150] loss=0.499314 | best=0.499314 (epoch 57) | time=62.3s
[Epoch 058/150] loss=0.495988 | best=0.495988 (epoch 58) | time=60.9s
[Epoch 059/150] loss=0.486841 | best=0.486841 (epoch 59) | time=64.2s
[Epoch 060/150] loss=0.478925 | best=0.478925 (epoch 60) | time=66.8s
[Epoch 061/150] loss=0.473909 | best=0.473909 (epoch 61) | time=110.2s
[Epoch 062/150] loss=0.460546 | best=0.460546 (epoch 62) | time=128.0s
[Epoch 063/150] loss=0.448477 | best=0.448477 (epoch 63) | time=116.1s
[Epoch 064/150] loss=0.442713 | best=0.442713 (epoch 64) | time=104.0s
[Epoch 065/150] loss=0.443245 | best=0.442713 (epoch 64) | time=51.1s
[Epoch 066/150] loss=0.429450 | best=0.429450 (epoch 66) | time=70.7s
[Epoch 067/150] loss=0.426562 | best=0.426562 (epoch 67) | time=76.2s
[Epoch 068/150] loss=0.424904 | best=0.424904 (epoch 68) | time=71.7s
[Epoch 069/150] loss=0.416349 | best=0.416349 (epoch 69) | time=72.9s
[Epoch 070/150] loss=0.411222 | best=0.411222 (epoch 70) | time=86.9s
[Epoch 071/150] loss=0.404673 | best=0.404673 (epoch 71) | time=63.4s
[Epoch 072/150] loss=0.408818 | best=0.404673 (epoch 71) | time=54.7s
[Epoch 073/150] loss=0.390705 | best=0.390705 (epoch 73) | time=64.8s
[Epoch 074/150] loss=0.389192 | best=0.389192 (epoch 74) | time=72.4s
[Epoch 075/150] loss=0.388034 | best=0.388034 (epoch 75) | time=64.2s
[Epoch 076/150] loss=0.381293 | best=0.381293 (epoch 76) | time=62.8s
[Epoch 077/150] loss=0.372546 | best=0.372546 (epoch 77) | time=62.5s
[Epoch 078/150] loss=0.367473 | best=0.367473 (epoch 78) | time=61.6s
[Epoch 079/150] loss=0.364635 | best=0.364635 (epoch 79) | time=60.3s
[Epoch 080/150] loss=0.360213 | best=0.360213 (epoch 80) | time=58.5s
[Epoch 081/150] loss=0.358353 | best=0.358353 (epoch 81) | time=53.8s
[Epoch 082/150] loss=0.347231 | best=0.347231 (epoch 82) | time=55.5s
[Epoch 083/150] loss=0.343293 | best=0.343293 (epoch 83) | time=54.5s
[Epoch 084/150] loss=0.353694 | best=0.343293 (epoch 83) | time=46.2s
[Epoch 085/150] loss=0.334339 | best=0.334339 (epoch 85) | time=53.4s
[Epoch 086/150] loss=0.323506 | best=0.323506 (epoch 86) | time=55.1s
[Epoch 087/150] loss=0.321276 | best=0.321276 (epoch 87) | time=54.3s
[Epoch 088/150] loss=0.307733 | best=0.307733 (epoch 88) | time=54.5s
[Epoch 089/150] loss=0.304374 | best=0.304374 (epoch 89) | time=55.0s
[Epoch 090/150] loss=0.299996 | best=0.299996 (epoch 90) | time=56.1s
[Epoch 091/150] loss=0.289737 | best=0.289737 (epoch 91) | time=55.8s
[Epoch 092/150] loss=0.281635 | best=0.281635 (epoch 92) | time=58.3s
[Epoch 093/150] loss=0.273024 | best=0.273024 (epoch 93) | time=60.6s
[Epoch 094/150] loss=0.275114 | best=0.273024 (epoch 93) | time=45.7s
[Epoch 095/150] loss=0.273488 | best=0.273024 (epoch 93) | time=46.3s
[Epoch 096/150] loss=0.262218 | best=0.262218 (epoch 96) | time=53.9s
[Epoch 097/150] loss=0.256243 | best=0.256243 (epoch 97) | time=53.7s
[Epoch 098/150] loss=0.258654 | best=0.256243 (epoch 97) | time=45.6s
[Epoch 099/150] loss=0.248466 | best=0.248466 (epoch 99) | time=54.6s
[Epoch 100/150] loss=0.247992 | best=0.247992 (epoch 100) | time=54.8s
[Epoch 101/150] loss=0.237414 | best=0.237414 (epoch 101) | time=57.6s
[Epoch 102/150] loss=0.230757 | best=0.230757 (epoch 102) | time=57.0s
[Epoch 103/150] loss=0.233987 | best=0.230757 (epoch 102) | time=45.8s
[Epoch 104/150] loss=0.222186 | best=0.222186 (epoch 104) | time=57.1s
[Epoch 105/150] loss=0.219496 | best=0.219496 (epoch 105) | time=59.1s
[Epoch 106/150] loss=0.221980 | best=0.219496 (epoch 105) | time=50.9s
[Epoch 107/150] loss=0.218528 | best=0.218528 (epoch 107) | time=61.6s
[Epoch 108/150] loss=0.212687 | best=0.212687 (epoch 108) | time=56.4s
[Epoch 109/150] loss=0.216538 | best=0.212687 (epoch 108) | time=46.0s
[Epoch 110/150] loss=0.211287 | best=0.211287 (epoch 110) | time=54.9s
[Epoch 111/150] loss=0.209178 | best=0.209178 (epoch 111) | time=55.0s
[Epoch 112/150] loss=0.211127 | best=0.209178 (epoch 111) | time=46.0s
[Epoch 113/150] loss=0.204624 | best=0.204624 (epoch 113) | time=55.0s
[Epoch 114/150] loss=0.197262 | best=0.197262 (epoch 114) | time=56.2s
[Epoch 115/150] loss=0.192751 | best=0.192751 (epoch 115) | time=56.2s
[Epoch 116/150] loss=0.191345 | best=0.191345 (epoch 116) | time=56.2s
[Epoch 117/150] loss=0.189320 | best=0.189320 (epoch 117) | time=61.7s
[Epoch 118/150] loss=0.189899 | best=0.189320 (epoch 117) | time=47.0s
[Epoch 119/150] loss=0.186504 | best=0.186504 (epoch 119) | time=56.8s
[Epoch 120/150] loss=0.183895 | best=0.183895 (epoch 120) | time=55.9s
[Epoch 121/150] loss=0.180543 | best=0.180543 (epoch 121) | time=54.9s
[Epoch 122/150] loss=0.187005 | best=0.180543 (epoch 121) | time=45.8s
[Epoch 123/150] loss=0.179423 | best=0.179423 (epoch 123) | time=53.6s
[Epoch 124/150] loss=0.175911 | best=0.175911 (epoch 124) | time=53.3s
[Epoch 125/150] loss=0.179415 | best=0.175911 (epoch 124) | time=45.2s
[Epoch 126/150] loss=0.174371 | best=0.174371 (epoch 126) | time=56.6s
[Epoch 127/150] loss=0.173763 | best=0.173763 (epoch 127) | time=57.4s
[Epoch 128/150] loss=0.173327 | best=0.173327 (epoch 128) | time=65.8s
[Epoch 129/150] loss=0.172988 | best=0.172988 (epoch 129) | time=65.8s
[Epoch 130/150] loss=0.167681 | best=0.167681 (epoch 130) | time=60.1s
[Epoch 131/150] loss=0.172044 | best=0.167681 (epoch 130) | time=47.6s
[Epoch 132/150] loss=0.168646 | best=0.167681 (epoch 130) | time=52.8s
[Epoch 133/150] loss=0.162503 | best=0.162503 (epoch 133) | time=61.4s
[Epoch 134/150] loss=0.164719 | best=0.162503 (epoch 133) | time=46.9s
[Epoch 135/150] loss=0.162463 | best=0.162463 (epoch 135) | time=62.0s
[Epoch 136/150] loss=0.163244 | best=0.162463 (epoch 135) | time=45.1s
[Epoch 137/150] loss=0.162006 | best=0.162006 (epoch 137) | time=52.7s
[Epoch 138/150] loss=0.166674 | best=0.162006 (epoch 137) | time=45.0s
[Epoch 139/150] loss=0.161722 | best=0.161722 (epoch 139) | time=54.0s
[Epoch 140/150] loss=0.159330 | best=0.159330 (epoch 140) | time=52.5s
[Epoch 141/150] loss=0.153671 | best=0.153671 (epoch 141) | time=52.7s
[Epoch 142/150] loss=0.157053 | best=0.153671 (epoch 141) | time=45.7s
[Epoch 143/150] loss=0.155101 | best=0.153671 (epoch 141) | time=45.5s
[Epoch 144/150] loss=0.156547 | best=0.153671 (epoch 141) | time=44.7s
[Epoch 145/150] loss=0.153555 | best=0.153555 (epoch 145) | time=52.6s
[Epoch 146/150] loss=0.150240 | best=0.150240 (epoch 146) | time=52.2s
[Epoch 147/150] loss=0.147064 | best=0.147064 (epoch 147) | time=52.6s
[Epoch 148/150] loss=0.147784 | best=0.147064 (epoch 147) | time=45.1s
[Epoch 149/150] loss=0.146889 | best=0.146889 (epoch 149) | time=52.7s
[Epoch 150/150] loss=0.145052 | best=0.145052 (epoch 150) | time=52.5s
[DONE] training finished in 141.56 min
[DONE] best loss = 0.145052 at epoch 150
[PRETRAIN DONE] base_reconst_L7_D512_BP5_60 status=0
============================================================
[PRETRAIN START] 2026-03-21 00:04:00 gpu=2
CUDA_VISIBLE_DEVICES=2
base_cfg=config/base_reconst_L7_D512_BP5_60.yaml
stage_cfg=config/pretrain_reconst.yaml
============================================================
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage2B/pretrain/pohang_hpo3_reconst_L7_D512_BP5_60
[INFO] model params: 87,723,457
[Epoch 001/150] loss=8.697041 | best=8.697041 (epoch 1) | time=42.8s
[Epoch 002/150] loss=3.618234 | best=3.618234 (epoch 2) | time=55.6s
[Epoch 003/150] loss=3.618062 | best=3.618062 (epoch 3) | time=54.5s
[Epoch 004/150] loss=3.618848 | best=3.618062 (epoch 3) | time=44.4s
[Epoch 005/150] loss=3.617563 | best=3.617563 (epoch 5) | time=54.4s
[Epoch 006/150] loss=3.617214 | best=3.617214 (epoch 6) | time=53.0s
[Epoch 007/150] loss=3.618745 | best=3.617214 (epoch 6) | time=44.6s
[Epoch 008/150] loss=3.617580 | best=3.617214 (epoch 6) | time=49.7s
[Epoch 009/150] loss=3.620134 | best=3.617214 (epoch 6) | time=50.3s
[Epoch 010/150] loss=3.615077 | best=3.615077 (epoch 10) | time=65.3s
[Epoch 011/150] loss=3.617047 | best=3.615077 (epoch 10) | time=51.4s
[Epoch 012/150] loss=3.618018 | best=3.615077 (epoch 10) | time=52.9s
[Epoch 013/150] loss=3.615918 | best=3.615077 (epoch 10) | time=63.9s
[Epoch 014/150] loss=3.618819 | best=3.615077 (epoch 10) | time=63.8s
[Epoch 015/150] loss=3.617516 | best=3.615077 (epoch 10) | time=48.7s
[Epoch 016/150] loss=3.618210 | best=3.615077 (epoch 10) | time=51.5s
[Epoch 017/150] loss=3.617739 | best=3.615077 (epoch 10) | time=50.1s
[Epoch 018/150] loss=3.618187 | best=3.615077 (epoch 10) | time=61.6s
[Epoch 019/150] loss=3.616919 | best=3.615077 (epoch 10) | time=67.3s
[Epoch 020/150] loss=3.617440 | best=3.615077 (epoch 10) | time=51.8s
[Epoch 021/150] loss=3.613711 | best=3.613711 (epoch 21) | time=67.6s
[Epoch 022/150] loss=3.618158 | best=3.613711 (epoch 21) | time=51.3s
[Epoch 023/150] loss=3.617172 | best=3.613711 (epoch 21) | time=61.2s
[Epoch 024/150] loss=3.617081 | best=3.613711 (epoch 21) | time=65.8s
[Epoch 025/150] loss=3.616226 | best=3.613711 (epoch 21) | time=52.7s
[Epoch 026/150] loss=3.618046 | best=3.613711 (epoch 21) | time=48.5s
[Epoch 027/150] loss=3.607481 | best=3.607481 (epoch 27) | time=59.1s
[Epoch 028/150] loss=3.426579 | best=3.426579 (epoch 28) | time=65.1s
[Epoch 029/150] loss=2.931189 | best=2.931189 (epoch 29) | time=64.9s
[Epoch 030/150] loss=2.566712 | best=2.566712 (epoch 30) | time=66.2s
[Epoch 031/150] loss=2.374683 | best=2.374683 (epoch 31) | time=64.0s
[Epoch 032/150] loss=2.244801 | best=2.244801 (epoch 32) | time=63.6s
[Epoch 033/150] loss=1.970595 | best=1.970595 (epoch 33) | time=52.9s
[Epoch 034/150] loss=1.718213 | best=1.718213 (epoch 34) | time=53.5s
[Epoch 035/150] loss=1.493709 | best=1.493709 (epoch 35) | time=52.7s
[Epoch 036/150] loss=1.368012 | best=1.368012 (epoch 36) | time=52.6s
[Epoch 037/150] loss=1.218133 | best=1.218133 (epoch 37) | time=52.8s
[Epoch 038/150] loss=1.106428 | best=1.106428 (epoch 38) | time=53.1s
[Epoch 039/150] loss=0.997465 | best=0.997465 (epoch 39) | time=52.9s
[Epoch 040/150] loss=0.940067 | best=0.940067 (epoch 40) | time=52.7s
[Epoch 041/150] loss=0.885886 | best=0.885886 (epoch 41) | time=52.7s
[Epoch 042/150] loss=0.827619 | best=0.827619 (epoch 42) | time=52.5s
[Epoch 043/150] loss=0.787456 | best=0.787456 (epoch 43) | time=52.6s
[Epoch 044/150] loss=0.752038 | best=0.752038 (epoch 44) | time=52.8s
[Epoch 045/150] loss=0.718334 | best=0.718334 (epoch 45) | time=52.1s
[Epoch 046/150] loss=0.682984 | best=0.682984 (epoch 46) | time=51.9s
[Epoch 047/150] loss=0.654816 | best=0.654816 (epoch 47) | time=52.4s
[Epoch 048/150] loss=0.623641 | best=0.623641 (epoch 48) | time=51.5s
[Epoch 049/150] loss=0.615832 | best=0.615832 (epoch 49) | time=51.6s
[Epoch 050/150] loss=0.610875 | best=0.610875 (epoch 50) | time=51.5s
[Epoch 051/150] loss=0.579821 | best=0.579821 (epoch 51) | time=52.0s
[Epoch 052/150] loss=0.570210 | best=0.570210 (epoch 52) | time=51.7s
[Epoch 053/150] loss=0.559181 | best=0.559181 (epoch 53) | time=51.8s
[Epoch 054/150] loss=0.536294 | best=0.536294 (epoch 54) | time=52.3s
[Epoch 055/150] loss=0.523011 | best=0.523011 (epoch 55) | time=52.5s
[Epoch 056/150] loss=0.518222 | best=0.518222 (epoch 56) | time=52.9s
[Epoch 057/150] loss=0.499314 | best=0.499314 (epoch 57) | time=53.6s
[Epoch 058/150] loss=0.495988 | best=0.495988 (epoch 58) | time=53.4s
[Epoch 059/150] loss=0.486841 | best=0.486841 (epoch 59) | time=52.7s
[Epoch 060/150] loss=0.478925 | best=0.478925 (epoch 60) | time=52.4s
[Epoch 061/150] loss=0.473909 | best=0.473909 (epoch 61) | time=53.4s
[Epoch 062/150] loss=0.460546 | best=0.460546 (epoch 62) | time=53.2s
[Epoch 063/150] loss=0.448477 | best=0.448477 (epoch 63) | time=52.7s
[Epoch 064/150] loss=0.442713 | best=0.442713 (epoch 64) | time=52.3s
[Epoch 065/150] loss=0.443245 | best=0.442713 (epoch 64) | time=45.6s
[Epoch 066/150] loss=0.429450 | best=0.429450 (epoch 66) | time=52.4s
[Epoch 067/150] loss=0.426562 | best=0.426562 (epoch 67) | time=52.6s
[Epoch 068/150] loss=0.424904 | best=0.424904 (epoch 68) | time=52.3s
[Epoch 069/150] loss=0.416349 | best=0.416349 (epoch 69) | time=53.0s
[Epoch 070/150] loss=0.411222 | best=0.411222 (epoch 70) | time=52.9s
[Epoch 071/150] loss=0.404673 | best=0.404673 (epoch 71) | time=52.6s
[Epoch 072/150] loss=0.408818 | best=0.404673 (epoch 71) | time=46.5s
[Epoch 073/150] loss=0.390705 | best=0.390705 (epoch 73) | time=53.4s
[Epoch 074/150] loss=0.389192 | best=0.389192 (epoch 74) | time=53.2s
[Epoch 075/150] loss=0.388034 | best=0.388034 (epoch 75) | time=53.8s
[Epoch 076/150] loss=0.381293 | best=0.381293 (epoch 76) | time=54.1s
[Epoch 077/150] loss=0.372546 | best=0.372546 (epoch 77) | time=53.2s
[Epoch 078/150] loss=0.367473 | best=0.367473 (epoch 78) | time=60.0s
[Epoch 079/150] loss=0.364635 | best=0.364635 (epoch 79) | time=58.7s
[Epoch 080/150] loss=0.360213 | best=0.360213 (epoch 80) | time=59.0s
[Epoch 081/150] loss=0.358353 | best=0.358353 (epoch 81) | time=59.5s
[Epoch 082/150] loss=0.347231 | best=0.347231 (epoch 82) | time=59.8s
[Epoch 083/150] loss=0.343293 | best=0.343293 (epoch 83) | time=60.2s
[Epoch 084/150] loss=0.353694 | best=0.343293 (epoch 83) | time=54.4s
[Epoch 085/150] loss=0.334339 | best=0.334339 (epoch 85) | time=62.0s
[Epoch 086/150] loss=0.323506 | best=0.323506 (epoch 86) | time=62.5s
[Epoch 087/150] loss=0.321276 | best=0.321276 (epoch 87) | time=62.9s
[Epoch 088/150] loss=0.307733 | best=0.307733 (epoch 88) | time=60.7s
[Epoch 089/150] loss=0.304374 | best=0.304374 (epoch 89) | time=60.8s
[Epoch 090/150] loss=0.299996 | best=0.299996 (epoch 90) | time=60.6s
[Epoch 091/150] loss=0.289737 | best=0.289737 (epoch 91) | time=61.3s
[Epoch 092/150] loss=0.281635 | best=0.281635 (epoch 92) | time=52.8s
[Epoch 093/150] loss=0.273024 | best=0.273024 (epoch 93) | time=52.6s
[Epoch 094/150] loss=0.275114 | best=0.273024 (epoch 93) | time=45.8s
[Epoch 095/150] loss=0.273488 | best=0.273024 (epoch 93) | time=54.1s
[Epoch 096/150] loss=0.262218 | best=0.262218 (epoch 96) | time=70.0s
[Epoch 097/150] loss=0.256243 | best=0.256243 (epoch 97) | time=61.9s
[Epoch 098/150] loss=0.258654 | best=0.256243 (epoch 97) | time=53.6s
[Epoch 099/150] loss=0.248466 | best=0.248466 (epoch 99) | time=68.3s
[Epoch 100/150] loss=0.247992 | best=0.247992 (epoch 100) | time=61.4s
[Epoch 101/150] loss=0.237414 | best=0.237414 (epoch 101) | time=59.5s
[Epoch 102/150] loss=0.230757 | best=0.230757 (epoch 102) | time=60.1s
[Epoch 103/150] loss=0.233987 | best=0.230757 (epoch 102) | time=45.3s
[Epoch 104/150] loss=0.222186 | best=0.222186 (epoch 104) | time=60.5s
[Epoch 105/150] loss=0.219496 | best=0.219496 (epoch 105) | time=59.5s
[Epoch 106/150] loss=0.221980 | best=0.219496 (epoch 105) | time=45.3s
[Epoch 107/150] loss=0.218528 | best=0.218528 (epoch 107) | time=61.5s
[Epoch 108/150] loss=0.212687 | best=0.212687 (epoch 108) | time=53.2s
[Epoch 109/150] loss=0.216538 | best=0.212687 (epoch 108) | time=45.9s
[Epoch 110/150] loss=0.211287 | best=0.211287 (epoch 110) | time=54.7s
[Epoch 111/150] loss=0.209178 | best=0.209178 (epoch 111) | time=54.8s
[Epoch 112/150] loss=0.211127 | best=0.209178 (epoch 111) | time=46.3s
[Epoch 113/150] loss=0.204624 | best=0.204624 (epoch 113) | time=54.6s
[Epoch 114/150] loss=0.197262 | best=0.197262 (epoch 114) | time=55.0s
[Epoch 115/150] loss=0.192751 | best=0.192751 (epoch 115) | time=62.0s
[Epoch 116/150] loss=0.191345 | best=0.191345 (epoch 116) | time=61.2s
[Epoch 117/150] loss=0.189320 | best=0.189320 (epoch 117) | time=61.8s
[Epoch 118/150] loss=0.189899 | best=0.189320 (epoch 117) | time=45.4s
[Epoch 119/150] loss=0.186504 | best=0.186504 (epoch 119) | time=61.7s
[Epoch 120/150] loss=0.183895 | best=0.183895 (epoch 120) | time=70.7s
[Epoch 121/150] loss=0.180543 | best=0.180543 (epoch 121) | time=71.8s
[Epoch 122/150] loss=0.187005 | best=0.180543 (epoch 121) | time=53.9s
[Epoch 123/150] loss=0.179423 | best=0.179423 (epoch 123) | time=61.9s
[Epoch 124/150] loss=0.175911 | best=0.175911 (epoch 124) | time=63.1s
[Epoch 125/150] loss=0.179415 | best=0.175911 (epoch 124) | time=55.9s
[Epoch 126/150] loss=0.174371 | best=0.174371 (epoch 126) | time=63.1s
[Epoch 127/150] loss=0.173763 | best=0.173763 (epoch 127) | time=64.5s
[Epoch 128/150] loss=0.173327 | best=0.173327 (epoch 128) | time=63.5s
[Epoch 129/150] loss=0.172988 | best=0.172988 (epoch 129) | time=61.8s
[Epoch 130/150] loss=0.167681 | best=0.167681 (epoch 130) | time=52.8s
[Epoch 131/150] loss=0.172044 | best=0.167681 (epoch 130) | time=45.4s
[Epoch 132/150] loss=0.168646 | best=0.167681 (epoch 130) | time=53.3s
[Epoch 133/150] loss=0.162503 | best=0.162503 (epoch 133) | time=62.5s
[Epoch 134/150] loss=0.164719 | best=0.162503 (epoch 133) | time=46.4s
[Epoch 135/150] loss=0.162463 | best=0.162463 (epoch 135) | time=61.1s
[Epoch 136/150] loss=0.163244 | best=0.162463 (epoch 135) | time=46.1s
[Epoch 137/150] loss=0.162006 | best=0.162006 (epoch 137) | time=53.1s
[Epoch 138/150] loss=0.166674 | best=0.162006 (epoch 137) | time=46.0s
[Epoch 139/150] loss=0.161722 | best=0.161722 (epoch 139) | time=52.9s
[Epoch 140/150] loss=0.159330 | best=0.159330 (epoch 140) | time=53.5s
[Epoch 141/150] loss=0.153671 | best=0.153671 (epoch 141) | time=53.5s
[Epoch 142/150] loss=0.157053 | best=0.153671 (epoch 141) | time=45.5s
[Epoch 143/150] loss=0.155101 | best=0.153671 (epoch 141) | time=45.7s
[Epoch 144/150] loss=0.156547 | best=0.153671 (epoch 141) | time=45.8s
[Epoch 145/150] loss=0.153555 | best=0.153555 (epoch 145) | time=53.6s
[Epoch 146/150] loss=0.150240 | best=0.150240 (epoch 146) | time=53.1s
[Epoch 147/150] loss=0.147064 | best=0.147064 (epoch 147) | time=53.3s
[Epoch 148/150] loss=0.147784 | best=0.147064 (epoch 147) | time=45.8s
[Epoch 149/150] loss=0.146889 | best=0.146889 (epoch 149) | time=54.2s
[Epoch 150/150] loss=0.145052 | best=0.145052 (epoch 150) | time=54.2s
[DONE] training finished in 138.08 min
[DONE] best loss = 0.145052 at epoch 150
[PRETRAIN DONE] base_reconst_L7_D512_BP5_60 status=0
