============================================================
[START] 2026-03-19 13:51:02 worker=3 gpu=4 cfg=config/base_hpo3_reconst_12.yaml mode=full
============================================================
[INFO] CUDA_VISIBLE_DEVICES=4
[INFO] MODE=full
[INFO] BASE_CFG=config/base_hpo3_reconst_12.yaml
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D128_BP5_80
[INFO] model params: 19,688,513
[Epoch 001/150] loss=4.799100 | best=4.799100 (epoch 1) | time=36.7s
[Epoch 006/100] train_loss=0.573058 | val_loss=0.597356 | val_acc=0.7751 | best_metric=0.7751 (epoch 6) | time=11.9s
[Epoch 007/100] train_loss=0.534835 | val_loss=0.514915 | val_acc=0.8512 | best_metric=0.8512 (epoch 7) | time=14.5s
[Epoch 008/100] train_loss=0.504215 | val_loss=0.599984 | val_acc=0.7751 | best_metric=0.8512 (epoch 7) | time=12.3s
[Epoch 009/100] train_loss=0.479830 | val_loss=0.696037 | val_acc=0.7855 | best_metric=0.8512 (epoch 7) | time=11.6s
[Epoch 010/100] train_loss=0.437865 | val_loss=0.507339 | val_acc=0.8374 | best_metric=0.8512 (epoch 7) | time=11.8s
[Epoch 011/100] train_loss=0.412052 | val_loss=0.568996 | val_acc=0.8028 | best_metric=0.8512 (epoch 7) | time=11.4s
[Epoch 012/100] train_loss=0.376104 | val_loss=0.503859 | val_acc=0.8408 | best_metric=0.8512 (epoch 7) | time=10.9s
[Epoch 013/100] train_loss=0.408608 | val_loss=0.673536 | val_acc=0.7093 | best_metric=0.8512 (epoch 7) | time=11.5s
[Epoch 014/100] train_loss=0.386448 | val_loss=0.478908 | val_acc=0.8512 | best_metric=0.8512 (epoch 7) | time=11.5s
[Epoch 015/100] train_loss=0.358281 | val_loss=0.451598 | val_acc=0.8893 | best_metric=0.8893 (epoch 15) | time=12.8s
[Epoch 016/100] train_loss=0.331275 | val_loss=0.462903 | val_acc=0.8651 | best_metric=0.8893 (epoch 15) | time=10.6s
[Epoch 017/100] train_loss=0.304740 | val_loss=0.583699 | val_acc=0.7889 | best_metric=0.8893 (epoch 15) | time=12.3s
[Epoch 018/100] train_loss=0.295551 | val_loss=0.541627 | val_acc=0.8408 | best_metric=0.8893 (epoch 15) | time=11.0s
[Epoch 019/100] train_loss=0.300096 | val_loss=0.712848 | val_acc=0.7059 | best_metric=0.8893 (epoch 15) | time=10.7s
[Epoch 020/100] train_loss=0.303605 | val_loss=0.565232 | val_acc=0.8235 | best_metric=0.8893 (epoch 15) | time=11.0s
[Epoch 021/100] train_loss=0.272217 | val_loss=0.532928 | val_acc=0.8547 | best_metric=0.8893 (epoch 15) | time=13.4s
[Epoch 022/100] train_loss=0.244892 | val_loss=0.575546 | val_acc=0.8235 | best_metric=0.8893 (epoch 15) | time=12.3s
[Epoch 023/100] train_loss=0.248961 | val_loss=0.688798 | val_acc=0.7855 | best_metric=0.8893 (epoch 15) | time=11.2s
[Epoch 024/100] train_loss=0.231686 | val_loss=0.705222 | val_acc=0.7509 | best_metric=0.8893 (epoch 15) | time=13.4s
[Epoch 025/100] train_loss=0.265878 | val_loss=0.830761 | val_acc=0.6990 | best_metric=0.8893 (epoch 15) | time=11.7s
[Epoch 026/100] train_loss=0.200679 | val_loss=0.458825 | val_acc=0.8651 | best_metric=0.8893 (epoch 15) | time=13.5s
[Epoch 027/100] train_loss=0.228914 | val_loss=0.414553 | val_acc=0.8893 | best_metric=0.8893 (epoch 15) | time=11.2s
[Epoch 028/100] train_loss=0.232769 | val_loss=0.470693 | val_acc=0.8581 | best_metric=0.8893 (epoch 15) | time=11.7s
[Epoch 029/100] train_loss=0.232801 | val_loss=0.971413 | val_acc=0.6920 | best_metric=0.8893 (epoch 15) | time=10.3s
[Epoch 030/100] train_loss=0.193567 | val_loss=0.418321 | val_acc=0.8893 | best_metric=0.8893 (epoch 15) | time=12.8s
[Epoch 031/100] train_loss=0.187978 | val_loss=0.645094 | val_acc=0.8131 | best_metric=0.8893 (epoch 15) | time=11.3s
[Epoch 032/100] train_loss=0.174043 | val_loss=0.451845 | val_acc=0.8547 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 033/100] train_loss=0.171601 | val_loss=0.558431 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=10.8s
[Epoch 034/100] train_loss=0.167782 | val_loss=0.545090 | val_acc=0.8581 | best_metric=0.8893 (epoch 15) | time=11.9s
[Epoch 035/100] train_loss=0.174191 | val_loss=0.423398 | val_acc=0.8824 | best_metric=0.8893 (epoch 15) | time=12.3s
[Epoch 036/100] train_loss=0.157320 | val_loss=0.452974 | val_acc=0.8720 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 037/100] train_loss=0.136448 | val_loss=0.829414 | val_acc=0.7543 | best_metric=0.8893 (epoch 15) | time=12.5s
[Epoch 038/100] train_loss=0.138273 | val_loss=0.455131 | val_acc=0.8685 | best_metric=0.8893 (epoch 15) | time=11.6s
[Epoch 039/100] train_loss=0.132895 | val_loss=0.875308 | val_acc=0.7232 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 040/100] train_loss=0.124890 | val_loss=0.453727 | val_acc=0.8685 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 041/100] train_loss=0.117506 | val_loss=0.657927 | val_acc=0.8201 | best_metric=0.8893 (epoch 15) | time=10.8s
[Epoch 042/100] train_loss=0.122279 | val_loss=0.477567 | val_acc=0.8858 | best_metric=0.8893 (epoch 15) | time=11.3s
[Epoch 043/100] train_loss=0.143547 | val_loss=0.548060 | val_acc=0.8651 | best_metric=0.8893 (epoch 15) | time=10.1s
[Epoch 044/100] train_loss=0.142192 | val_loss=0.903674 | val_acc=0.7336 | best_metric=0.8893 (epoch 15) | time=10.6s
[Epoch 045/100] train_loss=0.157194 | val_loss=0.483600 | val_acc=0.8581 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 046/100] train_loss=0.113076 | val_loss=0.530151 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=11.2s
[Epoch 047/100] train_loss=0.127600 | val_loss=0.533240 | val_acc=0.8651 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 048/100] train_loss=0.125573 | val_loss=0.537652 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=11.2s
[Epoch 049/100] train_loss=0.117986 | val_loss=0.495823 | val_acc=0.8651 | best_metric=0.8893 (epoch 15) | time=13.7s
[Epoch 050/100] train_loss=0.110136 | val_loss=0.530874 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=11.5s
[Epoch 051/100] train_loss=0.102960 | val_loss=0.639853 | val_acc=0.8443 | best_metric=0.8893 (epoch 15) | time=10.3s
[Epoch 052/100] train_loss=0.100693 | val_loss=0.507252 | val_acc=0.8581 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 053/100] train_loss=0.092786 | val_loss=0.812439 | val_acc=0.7820 | best_metric=0.8893 (epoch 15) | time=11.0s
[Epoch 054/100] train_loss=0.085417 | val_loss=0.556151 | val_acc=0.8547 | best_metric=0.8893 (epoch 15) | time=12.1s
[Epoch 055/100] train_loss=0.106826 | val_loss=0.511524 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=9.9s
[Epoch 056/100] train_loss=0.085807 | val_loss=0.631202 | val_acc=0.8581 | best_metric=0.8893 (epoch 15) | time=10.8s
[Epoch 057/100] train_loss=0.093435 | val_loss=0.656624 | val_acc=0.8339 | best_metric=0.8893 (epoch 15) | time=11.2s
[Epoch 058/100] train_loss=0.104824 | val_loss=0.549625 | val_acc=0.8408 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 059/100] train_loss=0.071734 | val_loss=0.874172 | val_acc=0.7612 | best_metric=0.8893 (epoch 15) | time=10.4s
[Epoch 060/100] train_loss=0.106713 | val_loss=0.537749 | val_acc=0.8339 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 061/100] train_loss=0.101419 | val_loss=0.534915 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=13.2s
[Epoch 062/100] train_loss=0.076301 | val_loss=1.041662 | val_acc=0.7336 | best_metric=0.8893 (epoch 15) | time=12.1s
[Epoch 063/100] train_loss=0.063417 | val_loss=0.576420 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 064/100] train_loss=0.081438 | val_loss=0.555435 | val_acc=0.8443 | best_metric=0.8893 (epoch 15) | time=12.3s
[Epoch 065/100] train_loss=0.086094 | val_loss=0.897789 | val_acc=0.7578 | best_metric=0.8893 (epoch 15) | time=11.8s
[Epoch 066/100] train_loss=0.060826 | val_loss=0.694821 | val_acc=0.8131 | best_metric=0.8893 (epoch 15) | time=11.3s
[Epoch 067/100] train_loss=0.066686 | val_loss=0.561775 | val_acc=0.8339 | best_metric=0.8893 (epoch 15) | time=11.7s
[Epoch 068/100] train_loss=0.059871 | val_loss=0.689685 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=11.6s
[Epoch 069/100] train_loss=0.097040 | val_loss=0.613311 | val_acc=0.8028 | best_metric=0.8893 (epoch 15) | time=12.7s
[Epoch 070/100] train_loss=0.073625 | val_loss=0.812288 | val_acc=0.8062 | best_metric=0.8893 (epoch 15) | time=10.2s
[Epoch 071/100] train_loss=0.071771 | val_loss=0.613836 | val_acc=0.8304 | best_metric=0.8893 (epoch 15) | time=13.9s
[Epoch 072/100] train_loss=0.058175 | val_loss=0.642186 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=10.6s
[Epoch 073/100] train_loss=0.075760 | val_loss=0.729347 | val_acc=0.8166 | best_metric=0.8893 (epoch 15) | time=10.7s
[Epoch 074/100] train_loss=0.063807 | val_loss=0.530132 | val_acc=0.8478 | best_metric=0.8893 (epoch 15) | time=11.7s
[Epoch 075/100] train_loss=0.077023 | val_loss=0.888141 | val_acc=0.7785 | best_metric=0.8893 (epoch 15) | time=11.8s
[Epoch 076/100] train_loss=0.050157 | val_loss=0.680749 | val_acc=0.7751 | best_metric=0.8893 (epoch 15) | time=12.8s
[Epoch 077/100] train_loss=0.064900 | val_loss=0.708116 | val_acc=0.8097 | best_metric=0.8893 (epoch 15) | time=11.7s
[Epoch 078/100] train_loss=0.056858 | val_loss=0.602577 | val_acc=0.8131 | best_metric=0.8893 (epoch 15) | time=11.5s
[Epoch 079/100] train_loss=0.062668 | val_loss=0.621573 | val_acc=0.8166 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 080/100] train_loss=0.063903 | val_loss=0.580978 | val_acc=0.8097 | best_metric=0.8893 (epoch 15) | time=10.1s
[Epoch 081/100] train_loss=0.049945 | val_loss=0.789687 | val_acc=0.7716 | best_metric=0.8893 (epoch 15) | time=11.8s
[Epoch 082/100] train_loss=0.064763 | val_loss=0.625358 | val_acc=0.8235 | best_metric=0.8893 (epoch 15) | time=12.2s
[Epoch 083/100] train_loss=0.062214 | val_loss=0.618720 | val_acc=0.7993 | best_metric=0.8893 (epoch 15) | time=12.3s
[Epoch 084/100] train_loss=0.072342 | val_loss=0.602149 | val_acc=0.8235 | best_metric=0.8893 (epoch 15) | time=10.6s
[Epoch 085/100] train_loss=0.064795 | val_loss=0.598432 | val_acc=0.8304 | best_metric=0.8893 (epoch 15) | time=11.0s
[Epoch 086/100] train_loss=0.065333 | val_loss=0.605440 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 087/100] train_loss=0.048943 | val_loss=0.602981 | val_acc=0.8028 | best_metric=0.8893 (epoch 15) | time=12.7s
[Epoch 088/100] train_loss=0.060115 | val_loss=0.636564 | val_acc=0.7716 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 089/100] train_loss=0.056423 | val_loss=0.685078 | val_acc=0.7958 | best_metric=0.8893 (epoch 15) | time=13.6s
[Epoch 090/100] train_loss=0.071144 | val_loss=0.645883 | val_acc=0.7682 | best_metric=0.8893 (epoch 15) | time=11.8s
[Epoch 091/100] train_loss=0.102133 | val_loss=0.617435 | val_acc=0.7993 | best_metric=0.8893 (epoch 15) | time=10.8s
[Epoch 092/100] train_loss=0.063409 | val_loss=0.687439 | val_acc=0.7716 | best_metric=0.8893 (epoch 15) | time=10.7s
[Epoch 093/100] train_loss=0.049717 | val_loss=0.676305 | val_acc=0.8443 | best_metric=0.8893 (epoch 15) | time=11.4s
[Epoch 094/100] train_loss=0.069452 | val_loss=0.672769 | val_acc=0.8304 | best_metric=0.8893 (epoch 15) | time=11.1s
[Epoch 095/100] train_loss=0.044986 | val_loss=0.551447 | val_acc=0.8166 | best_metric=0.8893 (epoch 15) | time=10.5s
[Epoch 096/100] train_loss=0.056880 | val_loss=0.782323 | val_acc=0.8028 | best_metric=0.8893 (epoch 15) | time=10.6s
[Epoch 097/100] train_loss=0.056498 | val_loss=0.589516 | val_acc=0.8339 | best_metric=0.8893 (epoch 15) | time=12.9s
